,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes,Num,Won,id
856,2006,57,DET,NFL,16,3,13,0,0.188,-6.4,-1.8,-4.6,0.0,0.0,0.0,0.0,4.0,0.0,9.0,3.0,MariRo0
857,2007,58,DET,NFL,16,7,9,0,0.438,-3.6,1.4,-5.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,3.0,MariRo0
858,2008,59,DET,NFL,16,0,16,0,0.0,-13.1,-4.0,-9.1,0.0,0.0,0.0,0.0,4.0,0.0,10.0,4.0,MariRo0
859,1997,42,SFO,NFL,16,13,3,0,0.813,5.1,2.4,2.7,2.0,1.0,1.0,0.5,1.0,0,0.0,0.0,MariSt0
860,1998,43,SFO,NFL,16,12,4,0,0.75,10.6,8.8,1.8,2.0,1.0,1.0,0.5,2.0,0,0.0,0.0,MariSt0
861,1999,44,SFO,NFL,16,4,12,0,0.25,-11.3,-4.5,-6.8,0.0,0.0,0.0,0.0,4.0,0,3.0,2.0,MariSt0
862,2000,45,SFO,NFL,16,6,10,0,0.375,-3.8,1.7,-5.5,0.0,0.0,0.0,0.0,4.0,0,6.0,1.0,MariSt0
863,2001,46,SFO,NFL,16,12,4,0,0.75,6.8,4.2,2.7,1.0,0.0,1.0,0.0,2.0,0,4.0,2.0,MariSt0
864,2002,47,SFO,NFL,16,10,6,0,0.625,0.6,0.7,-0.1,2.0,1.0,1.0,0.5,1.0,0,10.0,7.0,MariSt0
865,2003,48,DET,NFL,16,5,11,0,0.313,-5.8,-4.3,-1.6,0.0,0.0,0.0,0.0,4.0,0,2.0,0.0,MariSt0
866,2004,49,DET,NFL,16,6,10,0,0.375,-5.2,-3.8,-1.4,0.0,0.0,0.0,0.0,3.0,0,5.0,2.0,MariSt0
867,2005,50,DET,NFL,11,4,7,0,0.364,-6.7,-4.3,-2.4,0.0,0.0,0.0,0.0,3.0,Fired after week 12,4.0,1.0,MariSt0
868,2013,49,BUF,NFL,16,6,10,0,0.375,-3.2,-1.3,-1.9,0.0,0.0,0.0,0.0,4.0,0,7.0,3.0,MarrDo0
869,2014,50,BUF,NFL,16,9,7,0,0.563,4.9,-0.4,5.3,0.0,0.0,0.0,0.0,2.0,0,5.0,3.0,MarrDo0
870,2016,52,JAX,NFL,2,1,1,0,0.5,-5.0,-2.7,-2.3,0.0,0.0,0.0,0.0,4.0,Hired after week 14,0.0,0.0,MarrDo0
871,2017,53,JAX,NFL,16,10,6,0,0.625,6.5,3.0,3.6,3.0,2.0,1.0,0.667,1.0,0,9.0,6.0,MarrDo0
872,2018,54,JAX,NFL,16,5,11,0,0.313,-4.0,-8.1,4.0,0.0,0.0,0.0,0.0,4.0,0,8.0,7.0,MarrDo0
873,2019,55,JAX,NFL,16,6,10,0,0.375,-6.7,-4.6,-2.1,0.0,0.0,0.0,0.0,4.0,0,8.0,3.0,MarrDo0
874,2020,56,JAX,NFL,16,1,15,0,0.063,-11.7,-6.5,-5.3,0.0,0.0,0.0,0.0,4.0,0,5.0,4.0,MarrDo0
875,2000,49,STL,NFL,16,10,6,0,0.625,3.1,12.6,-9.5,1.0,0.0,1.0,0.0,2.0,0,8.0,4.0,MartMi0
876,2001,50,STL,NFL,16,14,2,0,0.875,13.4,10.4,2.9,3.0,2.0,1.0,0.667,1.0,NFC Champions,12.0,4.0,MartMi0
877,2002,51,STL,NFL,16,7,9,0,0.438,-3.3,-1.6,-1.8,0.0,0.0,0.0,0.0,2.0,0,7.0,3.0,MartMi0
878,2003,52,STL,NFL,16,12,4,0,0.75,5.9,6.0,-0.2,1.0,0.0,1.0,0.0,1.0,0,10.0,4.0,MartMi0
879,2004,53,STL,NFL,16,8,8,0,0.5,-6.0,-2.2,-3.8,2.0,1.0,1.0,0.5,2.0,0,6.0,1.0,MartMi0
880,2005,54,STL,NFL,5,2,3,0,0.4,-5.1,1.3,-6.4,0.0,0.0,0.0,0.0,2.0,Fired after week 5,5.0,1.0,MartMi0
881,2024,38,NWE,NFL,17,4,13,0,0.235,-8.1,-6.2,-1.9,0.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,MayoJe0
882,1970,40,BOS,NFL,7,1,6,0,0.143,-15.9,-9.1,-6.8,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,MazuJo0
883,1971,41,NWE,NFL,14,6,8,0,0.429,-5.1,-2.1,-3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,MazuJo0
884,1972,42,NWE,NFL,9,2,7,0,0.222,-17.4,-6.3,-11.1,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,MazuJo0
885,2016,39,NYG,NFL,16,11,5,0,0.688,2.1,-3.2,5.4,1.0,0.0,1.0,0.0,2.0,0,3.0,1.0,McAdBe0
886,2017,40,NYG,NFL,12,2,10,0,0.167,-7.6,-6.4,-1.2,0.0,0.0,0.0,0.0,4.0,Fired 12/04,1.0,0.0,McAdBe0
887,1970,49,BAL,NFL,14,11,2,1,0.846,0.4,0.9,-0.5,3.0,3.0,0.0,1.0,1.0,Super Bowl Champions,0.0,0.0,McCaDo0
888,1971,50,BAL,NFL,14,10,4,0,0.714,10.4,2.0,8.5,2.0,1.0,1.0,0.5,2.0,0,0.0,0.0,McCaDo0
889,1972,51,BAL,NFL,5,1,4,0,0.2,-2.3,-5.1,2.8,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,McCaDo0
890,1973,52,DET,NFL,14,6,7,1,0.464,2.0,0.8,1.2,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,McCaDo0
891,2006,43,GNB,NFL,16,8,8,0,0.5,-4.4,-2.3,-2.1,0.0,0.0,0.0,0.0,2.0,0,4.0,2.0,McCaMi0
892,2007,44,GNB,NFL,16,13,3,0,0.813,9.0,5.7,3.3,2.0,1.0,1.0,0.5,1.0,0,11.0,5.0,McCaMi0
893,2008,45,GNB,NFL,16,6,10,0,0.375,2.9,4.1,-1.2,0.0,0.0,0.0,0.0,3.0,0,7.0,4.0,McCaMi0
894,2009,46,GNB,NFL,16,11,5,0,0.688,7.4,6.3,1.1,1.0,0.0,1.0,0.0,2.0,0,14.0,5.0,McCaMi0
895,2010,47,GNB,NFL,16,10,6,0,0.625,10.9,3.1,7.9,4.0,4.0,0.0,1.0,2.0,Super Bowl Champions,8.0,4.0,McCaMi0
896,2011,48,GNB,NFL,16,15,1,0,0.938,11.4,11.5,-0.1,1.0,0.0,1.0,0.0,1.0,0,11.0,6.0,McCaMi0
897,2012,49,GNB,NFL,16,11,5,0,0.688,7.3,4.9,2.4,2.0,1.0,1.0,0.5,1.0,0,9.0,6.0,McCaMi0
898,2013,50,GNB,NFL,16,8,7,1,0.531,-3.1,0.5,-3.6,1.0,0.0,1.0,0.0,1.0,0,5.0,2.0,McCaMi0
899,2014,51,GNB,NFL,16,12,4,0,0.75,8.3,7.9,0.4,2.0,1.0,1.0,0.5,1.0,0,6.0,1.0,McCaMi0
900,2015,52,GNB,NFL,16,10,6,0,0.625,5.3,2.0,3.3,2.0,1.0,1.0,0.5,2.0,0,8.0,5.0,McCaMi0
901,2016,53,GNB,NFL,16,10,6,0,0.625,2.8,4.9,-2.0,3.0,2.0,1.0,0.667,1.0,0,5.0,3.0,McCaMi0
902,2017,54,GNB,NFL,16,7,9,0,0.438,-1.9,-0.3,-1.6,0.0,0.0,0.0,0.0,3.0,0,4.0,3.0,McCaMi0
903,2018,55,GNB,NFL,12,4,7,1,0.375,-2.7,0.0,-2.7,0.0,0.0,0.0,0.0,3.0,Fired after Week 13,1.0,1.0,McCaMi0
904,2020,57,DAL,NFL,16,6,10,0,0.375,-5.1,1.0,-6.1,0.0,0.0,0.0,0.0,3.0,0,2.0,1.0,McCaMi0
905,2021,58,DAL,NFL,17,12,5,0,0.706,9.9,8.2,1.7,1.0,0.0,1.0,0.0,1.0,0,5.0,2.0,McCaMi0
906,2022,59,DAL,NFL,17,12,5,0,0.706,6.5,5.3,1.3,2.0,1.0,1.0,0.5,2.0,0,2.0,0.0,McCaMi0
907,2023,60,DAL,NFL,17,12,5,0,0.706,9.2,6.5,2.7,1.0,0.0,1.0,0.0,1.0,0,1.0,1.0,McCaMi0
908,2024,61,DAL,NFL,17,7,10,0,0.412,-6.3,-2.6,-3.7,0.0,0.0,0.0,0.0,3.0,0,5.0,1.0,McCaMi0
909,1973,43,PHI,NFL,14,5,8,1,0.393,-4.2,3.5,-7.7,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,McCoMi0
910,1974,44,PHI,NFL,14,7,7,0,0.5,2.9,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,McCoMi0
911,1975,45,PHI,NFL,14,4,10,0,0.286,-4.6,-4.0,-0.6,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,McCoMi0
912,1980,50,BAL,NFL,16,7,9,0,0.438,-1.5,2.8,-4.3,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,McCoMi0
913,1981,51,BAL,NFL,16,2,14,0,0.125,-15.8,-3.8,-12.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,McCoMi0
914,1982,52,SEA,NFL,7,4,3,0,0.571,-5.4,-7.5,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,McCoMi0
915,2013,41,SDG,NFL,16,9,7,0,0.563,2.7,0.5,2.1,2.0,1.0,1.0,0.5,3.0,0.0,5.0,2.0,McCoMi1
916,2014,42,SDG,NFL,16,9,7,0,0.563,1.9,0.7,1.2,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,McCoMi1
917,2015,43,SDG,NFL,16,4,12,0,0.25,-2.6,-1.5,-1.1,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,McCoMi1
918,2016,44,SDG,NFL,16,5,11,0,0.313,0.1,3.0,-3.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,McCoMi1
919,1978,47,SFO,NFL,9,1,8,0,0.111,-9.1,-4.6,-4.5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,McCuPe0
920,2009,33,DEN,NFL,16,8,8,0,0.5,0.3,-1.0,1.3,0.0,0.0,0.0,0.0,2.0,0,9.0,3.0,McDaJo0
921,2010,34,DEN,NFL,12,3,9,0,0.25,-8.9,-1.1,-7.8,0.0,0.0,0.0,0.0,4.0,Fired after Week 13,4.0,2.0,McDaJo0
922,2022,46,LVR,NFL,17,6,11,0,0.353,-2.5,1.2,-3.7,0.0,0.0,0.0,0.0,3.0,0,5.0,3.0,McDaJo0
923,2023,47,LVR,NFL,8,3,5,0,0.375,-0.9,-2.4,1.6,0.0,0.0,0.0,0.0,2.0,Fired after week 8,0.0,0.0,McDaJo0
924,2022,39,MIA,NFL,17,9,8,0,0.529,1.8,2.7,-0.9,1.0,0.0,1.0,0.0,2.0,0.0,6.0,1.0,McDaMi0
925,2023,40,MIA,NFL,17,11,6,0,0.647,4.4,7.6,-3.1,1.0,0.0,1.0,0.0,2.0,0.0,7.0,2.0,McDaMi0
926,2024,41,MIA,NFL,17,8,9,0,0.471,-3.0,-3.5,0.4,0.0,0.0,0.0,0.0,2.0,0.0,6.0,1.0,McDaMi0
927,2025,42,MIA,NFL,17,7,10,0,0.412,-6.3,-3.8,-2.5,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,McDaMi0
928,2017,43,BUF,NFL,16,9,7,0,0.563,-4.0,-3.0,-1.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,1.0,McDeSe0
929,2018,44,BUF,NFL,16,6,10,0,0.375,-6.9,-6.3,-0.6,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,McDeSe0
930,2019,45,BUF,NFL,16,10,6,0,0.625,2.2,-3.5,5.7,1.0,0.0,1.0,0.0,2.0,0.0,5.0,2.0,McDeSe0
931,2020,46,BUF,NFL,16,13,3,0,0.813,7.7,7.1,0.6,3.0,2.0,1.0,0.667,1.0,0.0,5.0,2.0,McDeSe0
932,2021,47,BUF,NFL,17,11,6,0,0.647,9.8,5.0,4.8,2.0,1.0,1.0,0.5,1.0,0.0,3.0,1.0,McDeSe0
933,2022,48,BUF,NFL,16,13,3,0,0.813,10.9,7.1,3.8,2.0,1.0,1.0,0.5,1.0,0.0,4.0,1.0,McDeSe0
934,2023,49,BUF,NFL,17,11,6,0,0.647,6.5,4.1,2.3,2.0,1.0,1.0,0.5,1.0,0.0,6.0,3.0,McDeSe0
935,2024,50,BUF,NFL,17,13,4,0,0.765,8.1,7.8,0.3,3.0,2.0,1.0,0.667,1.0,0.0,5.0,1.0,McDeSe0
936,2025,51,BUF,NFL,17,12,5,0,0.706,4.5,4.9,-0.4,2.0,1.0,1.0,0.5,2.0,0.0,5.0,4.0,McDeSe0
937,2000,49,ARI,NFL,9,1,8,0,0.111,-15.2,-7.2,-8.1,0.0,0.0,0.0,0.0,5.0,Coach starting week 9,4.0,1.0,McGiDa0
938,2001,50,ARI,NFL,16,7,9,0,0.438,-4.2,-1.5,-2.6,0.0,0.0,0.0,0.0,4.0,0,7.0,2.0,McGiDa0
939,2002,51,ARI,NFL,16,5,11,0,0.313,-9.9,-5.4,-4.5,0.0,0.0,0.0,0.0,4.0,0,5.0,3.0,McGiDa0
940,2003,52,ARI,NFL,16,4,12,0,0.25,-12.6,-6.3,-6.2,0.0,0.0,0.0,0.0,4.0,0,6.0,2.0,McGiDa0
941,1976,53,TAM,NFL,14,0,14,0,0.0,-19.7,-10.8,-8.8,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,McKaJo0
942,1977,54,TAM,NFL,14,2,12,0,0.143,-10.7,-11.1,0.3,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,McKaJo0
943,1978,55,TAM,NFL,16,5,11,0,0.313,-3.3,-4.1,0.8,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,McKaJo0
944,1979,56,TAM,NFL,16,10,6,0,0.625,-2.8,-4.6,1.8,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,McKaJo0
945,1980,57,TAM,NFL,16,5,10,1,0.344,-5.1,-3.5,-1.6,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,McKaJo0
946,1981,58,TAM,NFL,16,9,7,0,0.563,3.0,-1.4,4.4,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,McKaJo0
947,1982,59,TAM,NFL,9,5,4,0,0.556,0.9,-0.4,1.3,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,McKaJo0
948,1983,60,TAM,NFL,16,2,14,0,0.125,-9.0,-7.5,-1.6,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,McKaJo0
949,1984,61,TAM,NFL,16,6,10,0,0.375,-3.5,-0.2,-3.4,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,McKaJo0
950,1991,61,NWE,NFL,16,6,10,0,0.375,-8.7,-7.9,-0.8,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,McPhDi0
951,1992,62,NWE,NFL,16,2,14,0,0.125,-11.0,-6.5,-4.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,McPhDi0
952,1976,45,NYG,NFL,7,3,4,0,0.429,-3.4,-5.5,2.1,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,McVaJo0
953,1977,46,NYG,NFL,14,5,9,0,0.357,-6.2,-4.0,-2.2,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,McVaJo0
954,1978,47,NYG,NFL,16,6,10,0,0.375,-2.5,-1.1,-1.3,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,McVaJo0
955,2017,31,LAR,NFL,16,11,5,0,0.688,9.2,8.2,1.0,1.0,0.0,1.0,0.0,1.0,0,6.0,3.0,McVaSe0
956,2018,32,LAR,NFL,16,13,3,0,0.813,8.5,9.5,-1.1,3.0,2.0,1.0,0.667,1.0,NFC Champions,8.0,3.0,McVaSe0
957,2019,33,LAR,NFL,16,9,7,0,0.563,3.9,2.2,1.7,0.0,0.0,0.0,0.0,3.0,0,5.0,1.0,McVaSe0
958,2020,34,LAR,NFL,16,10,6,0,0.625,5.4,-0.8,6.2,2.0,1.0,1.0,0.5,2.0,0,6.0,2.0,McVaSe0
959,2021,35,LAR,NFL,17,12,5,0,0.706,5.3,4.2,1.1,4.0,4.0,0.0,1.0,1.0,Super Bowl Champions,5.0,3.0,McVaSe0
960,2022,36,LAR,NFL,17,5,12,0,0.294,-4.0,-4.1,0.0,0.0,0.0,0.0,0.0,3.0,0,1.0,1.0,McVaSe0
961,2023,37,LAR,NFL,17,10,7,0,0.588,3.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0,4.0,3.0,McVaSe0
962,2024,38,LAR,NFL,17,10,7,0,0.588,-0.1,-0.6,0.6,2.0,1.0,1.0,0.5,1.0,0,3.0,2.0,McVaSe0
963,2025,39,LAR,NFL,17,12,5,0,0.706,12.5,8.7,3.9,3.0,2.0,1.0,0.667,2.0,0,4.0,1.0,McVaSe0
964,1977,51,SFO,NFL,14,5,9,0,0.357,-3.8,-1.1,-2.7,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,MeyeKe0
965,1982,41,NWE,NFL,9,5,4,0,0.556,-2.4,-3.7,1.3,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,MeyeRo0
966,1983,42,NWE,NFL,16,8,8,0,0.5,-1.0,-4.7,3.7,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,MeyeRo0
967,1984,43,NWE,NFL,8,5,3,0,0.625,-0.1,1.0,-1.1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,MeyeRo0
968,1986,45,IND,NFL,3,3,0,0,1.0,-10.4,-6.6,-3.8,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,MeyeRo0
969,1987,46,IND,NFL,15,9,6,0,0.6,4.3,-1.3,5.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,MeyeRo0
970,1988,47,IND,NFL,16,9,7,0,0.563,3.2,2.9,0.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,MeyeRo0
971,1989,48,IND,NFL,16,8,8,0,0.5,-0.5,-2.7,2.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,MeyeRo0
972,1990,49,IND,NFL,16,7,9,0,0.438,-3.9,-2.7,-1.2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,MeyeRo0
973,1991,50,IND,NFL,5,0,5,0,0.0,-17.3,-11.5,-5.7,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,MeyeRo0
974,2021,57,JAX,NFL,13,2,11,0,0.154,-11.4,-7.7,-3.7,0.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,MeyeUr0
975,1977,48,NYJ,NFL,14,3,11,0,0.214,-5.9,-3.8,-2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,MichWa0
976,1978,49,NYJ,NFL,16,8,8,0,0.5,1.1,4.4,-3.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,MichWa0
977,1979,50,NYJ,NFL,16,8,8,0,0.5,-2.9,1.1,-4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,MichWa0
978,1980,51,NYJ,NFL,16,4,12,0,0.25,-5.1,-1.5,-3.6,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,MichWa0
979,1981,52,NYJ,NFL,16,10,5,1,0.656,1.8,0.2,1.7,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,MichWa0
980,1982,53,NYJ,NFL,9,6,3,0,0.667,10.5,8.8,1.7,3.0,2.0,1.0,0.667,2.0,0.0,0.0,0.0,MichWa0
981,1977,50,DEN,NFL,14,12,2,0,0.857,11.3,1.9,9.4,3.0,2.0,1.0,0.667,1.0,AFC Champions,0.0,0.0,MillRe0
982,1978,51,DEN,NFL,16,10,6,0,0.625,5.0,-1.9,6.9,1.0,0.0,1.0,0.0,1.0,0,0.0,0.0,MillRe0
983,1979,52,DEN,NFL,16,10,6,0,0.625,4.1,-1.6,5.7,1.0,0.0,1.0,0.0,2.0,0,0.0,0.0,MillRe0
984,1980,53,DEN,NFL,16,8,8,0,0.5,0.5,-1.1,1.6,0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,MillRe0
985,1977,46,CLE,NFL,1,0,1,0,0.0,2.5,2.4,0.1,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,ModzDi0
986,2000,59,DET,NFL,7,4,3,0,0.571,1.4,-0.1,1.5,0.0,0.0,0.0,0.0,4.0,Coach starting week 11,4.0,0.0,MoelGa0
987,2025,36,NOR,NFL,17,6,11,0,0.353,-4.9,-5.5,0.6,0.0,0.0,0.0,0.0,4.0,0.0,6.0,1.0,MoorKe0
988,1986,51,NOR,NFL,16,7,9,0,0.438,0.0,-2.5,2.5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,MoraJi0
989,1987,52,NOR,NFL,15,12,3,0,0.8,10.1,6.8,3.3,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,MoraJi0
990,1988,53,NOR,NFL,16,10,6,0,0.625,1.5,-1.0,2.6,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,MoraJi0
991,1989,54,NOR,NFL,16,9,7,0,0.563,4.6,2.3,2.2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,MoraJi0
992,1990,55,NOR,NFL,16,8,8,0,0.5,-1.3,-4.7,3.4,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,MoraJi0
993,1991,56,NOR,NFL,16,11,5,0,0.688,9.0,2.8,6.3,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,MoraJi0
994,1992,57,NOR,NFL,16,12,4,0,0.75,7.8,0.7,7.1,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,MoraJi0
995,1993,58,NOR,NFL,16,8,8,0,0.5,-1.3,0.7,-2.1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,MoraJi0
996,1994,59,NOR,NFL,16,7,9,0,0.438,-3.6,1.0,-4.6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,MoraJi0
997,1995,60,NOR,NFL,16,7,9,0,0.438,-2.2,-1.7,-0.4,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,MoraJi0
998,1996,61,NOR,NFL,8,2,6,0,0.25,-8.1,-7.1,-1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,MoraJi0
999,1998,63,IND,NFL,16,3,13,0,0.188,-5.4,-0.1,-5.3,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,MoraJi0
1000,1999,64,IND,NFL,16,13,3,0,0.813,6.1,6.6,-0.5,1.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,MoraJi0
1001,2000,65,IND,NFL,16,10,6,0,0.625,7.9,7.1,0.8,1.0,0.0,1.0,0.0,2.0,0.0,7.0,1.0,MoraJi0
1002,2001,66,IND,NFL,16,6,10,0,0.375,-3.8,6.1,-9.8,0.0,0.0,0.0,0.0,4.0,0.0,6.0,3.0,MoraJi0
1003,2004,43,ATL,NFL,16,11,5,0,0.688,-2.2,-1.8,-0.4,2.0,1.0,1.0,0.5,1.0,0.0,8.0,1.0,MoraJi1
1004,2005,44,ATL,NFL,16,8,8,0,0.5,-1.2,1.1,-2.3,0.0,0.0,0.0,0.0,3.0,0.0,10.0,3.0,MoraJi1
1005,2006,45,ATL,NFL,16,7,9,0,0.438,-3.0,-2.8,-0.2,0.0,0.0,0.0,0.0,3.0,0.0,7.0,2.0,MoraJi1
1006,2009,48,SEA,NFL,16,5,11,0,0.313,-9.3,-5.0,-4.4,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,MoraJi1
1007,2001,39,DET,NFL,16,2,14,0,0.125,-7.2,-2.0,-5.2,0.0,0.0,0.0,0.0,5.0,0.0,9.0,3.0,MornMa0
1008,2002,40,DET,NFL,16,3,13,0,0.188,-9.2,-2.5,-6.7,0.0,0.0,0.0,0.0,4.0,0.0,9.0,3.0,MornMa0
1009,2009,33,TAM,NFL,16,3,13,0,0.188,-5.6,-4.6,-1.1,0.0,0.0,0.0,0.0,4.0,0.0,9.0,3.0,MorrRa0
1010,2010,34,TAM,NFL,16,10,6,0,0.625,-0.6,-1.0,0.4,0.0,0.0,0.0,0.0,3.0,0.0,7.0,3.0,MorrRa0
1011,2011,35,TAM,NFL,16,4,12,0,0.25,-10.6,-4.0,-6.6,0.0,0.0,0.0,0.0,4.0,0.0,8.0,4.0,MorrRa0
1012,2020,44,ATL,NFL,11,4,7,0,0.364,0.7,-0.1,0.8,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,MorrRa0
1013,2024,48,ATL,NFL,17,8,9,0,0.471,-2.2,0.0,-2.2,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,MorrRa0
1014,2025,49,ATL,NFL,17,8,9,0,0.471,-2.8,-2.0,-0.7,0.0,0.0,0.0,0.0,3.0,0.0,6.0,4.0,MorrRa0
1015,2004,43,BUF,NFL,16,9,7,0,0.563,8.1,4.6,3.5,0.0,0.0,0.0,0.0,3.0,0,8.0,4.0,MulaMi0
1016,2005,44,BUF,NFL,16,5,11,0,0.313,-5.8,-4.0,-1.8,0.0,0.0,0.0,0.0,3.0,0,10.0,3.0,MulaMi0
1017,2012,51,JAX,NFL,16,2,14,0,0.125,-13.0,-8.1,-4.9,0.0,0.0,0.0,0.0,4.0,0,2.0,1.0,MulaMi0
1018,2015,54,TEN,NFL,9,2,7,0,0.222,-10.5,-5.9,-4.6,0.0,0.0,0.0,0.0,4.0,Replaced Ken Whisenhunt after Week 8,2.0,1.0,MulaMi0
1019,2016,55,TEN,NFL,16,9,7,0,0.563,-1.0,0.7,-1.7,0.0,0.0,0.0,0.0,2.0,0,7.0,1.0,MulaMi0
1020,2017,56,TEN,NFL,16,9,7,0,0.563,-3.5,-2.0,-1.5,2.0,1.0,1.0,0.5,2.0,0,7.0,4.0,MulaMi0
1021,2011,51,TEN,NFL,16,9,7,0,0.563,-1.0,-2.2,1.2,0.0,0.0,0.0,0.0,2.0,0.0,7.0,3.0,MuncMi0
1022,2012,52,TEN,NFL,16,6,10,0,0.375,-10.0,-2.6,-7.4,0.0,0.0,0.0,0.0,3.0,0.0,4.0,2.0,MuncMi0
1023,2013,53,TEN,NFL,16,7,9,0,0.438,-0.8,-0.2,-0.6,0.0,0.0,0.0,0.0,2.0,0.0,8.0,2.0,MuncMi0
1024,2018,40,CHI,NFL,16,12,4,0,0.75,6.3,1.5,4.8,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,NagyMa0
1025,2019,41,CHI,NFL,16,8,8,0,0.5,-0.9,-5.4,4.5,0.0,0.0,0.0,0.0,3.0,0.0,5.0,2.0,NagyMa0
1026,2020,42,CHI,NFL,16,8,8,0,0.5,0.2,-2.2,2.4,1.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,NagyMa0
1027,2021,43,CHI,NFL,17,6,11,0,0.353,-5.2,-4.9,-0.3,0.0,0.0,0.0,0.0,3.0,0.0,5.0,2.0,NagyMa0
1028,1970,38,SFO,NFL,14,10,3,1,0.769,6.5,6.4,0.1,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,NolaDi0
1029,1971,39,SFO,NFL,14,9,5,0,0.643,6.3,2.4,3.8,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,NolaDi0
1030,1972,40,SFO,NFL,14,8,5,1,0.607,6.4,4.9,1.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,NolaDi0
