,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Won,Num,Notes,id
706,1996,65,BAL,NFL,16,4,12,0,0.25,-2.9,3.9,-6.8,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,MarcTe0
707,1997,66,BAL,NFL,16,6,9,1,0.406,-0.6,-0.4,-0.2,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,MarcTe0
708,1998,67,BAL,NFL,16,6,10,0,0.375,-5.4,-5.2,-0.2,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,MarcTe0
709,1975,39,CHI,NFL,14,4,10,0,0.286,-11.5,-4.9,-6.6,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,PardJa0
710,1976,40,CHI,NFL,14,7,7,0,0.5,4.6,0.3,4.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,PardJa0
711,1977,41,CHI,NFL,14,9,5,0,0.643,-3.6,0.0,-3.6,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,PardJa0
712,1978,42,WAS,NFL,16,8,8,0,0.5,-0.4,-1.1,0.7,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,PardJa0
713,1979,43,WAS,NFL,16,10,6,0,0.625,2.5,0.9,1.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,PardJa0
714,1980,44,WAS,NFL,16,6,10,0,0.375,-1.1,-4.4,3.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,PardJa0
715,1990,54,HOU,NFL,16,9,7,0,0.563,5.2,4.9,0.3,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,PardJa0
716,1991,55,HOU,NFL,16,11,5,0,0.688,8.4,4.9,3.4,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,PardJa0
717,1992,56,HOU,NFL,16,10,6,0,0.625,5.5,3.0,2.6,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,PardJa0
718,1993,57,HOU,NFL,16,12,4,0,0.75,7.2,4.1,3.1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,PardJa0
719,1994,58,HOU,NFL,10,1,9,0,0.1,-7.3,-4.7,-2.6,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,PardJa0
720,2017,43,BUF,NFL,16,9,7,0,0.563,-4.0,-3.0,-1.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,McDeSe0
721,2018,44,BUF,NFL,16,6,10,0,0.375,-6.9,-6.3,-0.6,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,McDeSe0
722,2019,45,BUF,NFL,16,10,6,0,0.625,2.2,-3.5,5.7,1.0,0.0,1.0,0.0,2.0,2.0,5.0,0.0,McDeSe0
723,2020,46,BUF,NFL,16,13,3,0,0.813,7.7,7.1,0.6,3.0,2.0,1.0,0.667,1.0,2.0,5.0,0.0,McDeSe0
724,2021,47,BUF,NFL,17,11,6,0,0.647,9.8,5.0,4.8,2.0,1.0,1.0,0.5,1.0,1.0,3.0,0.0,McDeSe0
725,2022,48,BUF,NFL,16,13,3,0,0.813,10.9,7.1,3.8,2.0,1.0,1.0,0.5,1.0,1.0,4.0,0.0,McDeSe0
726,2023,49,BUF,NFL,17,11,6,0,0.647,6.5,4.1,2.3,2.0,1.0,1.0,0.5,1.0,3.0,6.0,0.0,McDeSe0
727,2024,50,BUF,NFL,17,13,4,0,0.765,8.1,7.8,0.3,3.0,2.0,1.0,0.667,1.0,1.0,5.0,0.0,McDeSe0
728,2010,44,DAL,NFL,8,5,3,0,0.625,-2.2,2.5,-4.7,0.0,0.0,0.0,0.0,3.0,3.0,4.0,Coach starting Week 10,GarrJa0
729,2011,45,DAL,NFL,16,8,8,0,0.5,1.6,0.7,0.9,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0,GarrJa0
730,2012,46,DAL,NFL,16,8,8,0,0.5,0.3,1.4,-1.2,0.0,0.0,0.0,0.0,3.0,5.0,5.0,0,GarrJa0
731,2013,47,DAL,NFL,16,8,8,0,0.5,-0.7,2.7,-3.4,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0,GarrJa0
732,2014,48,DAL,NFL,16,12,4,0,0.75,5.4,5.3,0.1,2.0,1.0,1.0,0.5,1.0,4.0,7.0,0,GarrJa0
733,2015,49,DAL,NFL,16,4,12,0,0.25,-6.9,-7.0,0.1,0.0,0.0,0.0,0.0,4.0,3.0,7.0,0,GarrJa0
734,2016,50,DAL,NFL,16,13,3,0,0.813,7.0,4.1,2.9,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0,GarrJa0
735,2017,51,DAL,NFL,16,9,7,0,0.563,1.6,0.4,1.2,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0,GarrJa0
736,2018,52,DAL,NFL,16,10,6,0,0.625,1.1,-1.9,2.9,2.0,1.0,1.0,0.5,1.0,2.0,5.0,0,GarrJa0
737,2019,53,DAL,NFL,16,8,8,0,0.5,5.3,3.8,1.5,0.0,0.0,0.0,0.0,2.0,3.0,4.0,0,GarrJa0
738,1984,39,CIN,NFL,16,8,8,0,0.5,-1.2,-0.1,-1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,WychSa0
739,1985,40,CIN,NFL,16,7,9,0,0.438,-0.7,6.2,-6.9,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,WychSa0
740,1986,41,CIN,NFL,16,10,6,0,0.625,1.5,5.7,-4.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,WychSa0
741,1987,42,CIN,NFL,15,4,11,0,0.267,-3.7,-1.8,-1.9,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,WychSa0
742,1988,43,CIN,NFL,16,12,4,0,0.75,6.1,7.1,-1.0,3.0,2.0,1.0,0.667,1.0,0.0,0.0,AFC Champions,WychSa0
743,1989,44,CIN,NFL,16,8,8,0,0.5,6.9,4.6,2.4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,WychSa0
744,1990,45,CIN,NFL,16,9,7,0,0.563,-1.1,1.9,-3.0,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,WychSa0
745,1991,46,CIN,NFL,16,3,13,0,0.188,-8.7,-1.8,-6.9,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,WychSa0
746,1992,47,TAM,NFL,16,5,11,0,0.313,-5.9,-2.0,-3.9,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,WychSa0
747,1993,48,TAM,NFL,16,5,11,0,0.313,-7.6,-3.3,-4.3,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,WychSa0
748,1994,49,TAM,NFL,16,6,10,0,0.375,-6.2,-5.4,-0.8,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,WychSa0
749,1995,50,TAM,NFL,16,7,9,0,0.438,-5.0,-6.9,1.9,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,WychSa0
750,2006,45,HOU,NFL,16,6,10,0,0.375,-4.5,-3.2,-1.3,0.0,0.0,0.0,0.0,4.0,3.0,7.0,0,KubiGa0
751,2007,46,HOU,NFL,16,8,8,0,0.5,0.0,2.5,-2.5,0.0,0.0,0.0,0.0,4.0,1.0,9.0,0,KubiGa0
752,2008,47,HOU,NFL,16,8,8,0,0.5,-0.4,2.8,-3.2,0.0,0.0,0.0,0.0,3.0,1.0,5.0,0,KubiGa0
753,2009,48,HOU,NFL,16,9,7,0,0.563,2.0,2.7,-0.7,0.0,0.0,0.0,0.0,2.0,3.0,6.0,0,KubiGa0
754,2010,49,HOU,NFL,16,6,10,0,0.375,-1.8,1.8,-3.7,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0,KubiGa0
755,2011,50,HOU,NFL,16,10,6,0,0.625,4.5,1.4,3.2,2.0,1.0,1.0,0.5,1.0,2.0,7.0,0,KubiGa0
756,2012,51,HOU,NFL,16,12,4,0,0.75,3.5,1.8,1.7,2.0,1.0,1.0,0.5,1.0,2.0,5.0,0,KubiGa0
757,2013,52,HOU,NFL,13,2,11,0,0.154,-7.6,-5.0,-2.6,0.0,0.0,0.0,0.0,4.0,3.0,5.0,0,KubiGa0
758,2015,54,DEN,NFL,16,12,4,0,0.75,5.8,0.3,5.5,3.0,3.0,0.0,1.0,1.0,2.0,6.0,Super Bowl Champions,KubiGa0
759,2016,55,DEN,NFL,16,9,7,0,0.563,4.0,-2.0,6.1,0.0,0.0,0.0,0.0,3.0,4.0,4.0,0,KubiGa0
760,1975,52,HOU,NFL,14,10,4,0,0.714,6.4,1.2,5.2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,PhilBu0
761,1976,53,HOU,NFL,14,5,9,0,0.357,-1.8,-2.7,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,PhilBu0
762,1977,54,HOU,NFL,14,8,6,0,0.571,6.6,4.4,2.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,PhilBu0
763,1978,55,HOU,NFL,16,10,6,0,0.625,-0.4,-0.6,0.2,3.0,2.0,1.0,0.667,2.0,0.0,0.0,0.0,PhilBu0
764,1979,56,HOU,NFL,16,11,5,0,0.688,4.4,2.9,1.4,3.0,2.0,1.0,0.667,2.0,0.0,0.0,0.0,PhilBu0
765,1980,57,HOU,NFL,16,11,5,0,0.688,1.6,-2.7,4.4,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,PhilBu0
766,1981,58,NOR,NFL,16,4,12,0,0.25,-9.5,-7.2,-2.3,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,PhilBu0
767,1982,59,NOR,NFL,9,4,5,0,0.444,-3.8,-5.7,1.9,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,PhilBu0
768,1983,60,NOR,NFL,16,8,8,0,0.5,0.0,-1.1,1.1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,PhilBu0
769,1984,61,NOR,NFL,16,7,9,0,0.438,-2.9,-1.7,-1.2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,PhilBu0
770,1985,62,NOR,NFL,12,4,8,0,0.333,-6.8,-3.0,-3.9,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,PhilBu0
771,1985,38,NOR,NFL,4,1,3,0,0.25,-6.8,-3.0,-3.9,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,PhilWa0
772,1993,46,DEN,NFL,16,9,7,0,0.563,5.0,4.6,0.4,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0,PhilWa0
773,1994,47,DEN,NFL,16,7,9,0,0.438,-3.3,1.3,-4.6,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,PhilWa0
774,1998,51,BUF,NFL,16,10,6,0,0.625,5.2,4.4,0.7,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0,PhilWa0
775,1999,52,BUF,NFL,16,11,5,0,0.688,7.1,-0.2,7.4,1.0,0.0,1.0,0.0,2.0,2.0,5.0,0,PhilWa0
776,2000,53,BUF,NFL,16,8,8,0,0.5,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,4.0,2.0,10.0,0,PhilWa0
777,2003,56,ATL,NFL,3,2,1,0,0.667,-7.4,-2.0,-5.4,0.0,0.0,0.0,0.0,4.0,0.0,1.0,Coach starting week 15,PhilWa0
778,2007,60,DAL,NFL,16,13,3,0,0.813,9.5,7.8,1.7,1.0,0.0,1.0,0.0,1.0,5.0,8.0,0,PhilWa0
779,2008,61,DAL,NFL,16,9,7,0,0.563,0.6,1.7,-1.2,0.0,0.0,0.0,0.0,3.0,5.0,9.0,0,PhilWa0
780,2009,62,DAL,NFL,16,11,5,0,0.688,7.1,0.4,6.7,2.0,1.0,1.0,0.5,1.0,5.0,7.0,0,PhilWa0
781,2010,63,DAL,NFL,8,1,7,0,0.125,-2.2,2.5,-4.7,0.0,0.0,0.0,0.0,3.0,2.0,6.0,Fired after Week 9,PhilWa0
782,2013,66,HOU,NFL,3,0,3,0,0.0,-7.6,-5.0,-2.6,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,PhilWa0
783,1993,41,CHI,NFL,16,7,9,0,0.438,-0.2,-4.6,4.3,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,WannDa0
784,1994,42,CHI,NFL,16,9,7,0,0.563,-1.9,-3.2,1.3,2.0,1.0,1.0,0.5,4.0,0.0,0.0,0,WannDa0
785,1995,43,CHI,NFL,16,9,7,0,0.563,2.3,3.1,-0.8,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,WannDa0
786,1996,44,CHI,NFL,16,7,9,0,0.438,-0.2,-1.4,1.2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,WannDa0
787,1997,45,CHI,NFL,16,4,12,0,0.25,-8.5,-3.1,-5.3,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,WannDa0
788,1998,46,CHI,NFL,16,4,12,0,0.25,-3.7,-3.4,-0.3,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,WannDa0
789,2000,48,MIA,NFL,16,11,5,0,0.688,7.1,0.0,7.1,2.0,1.0,1.0,0.5,1.0,1.0,3.0,0,WannDa0
790,2001,49,MIA,NFL,16,11,5,0,0.688,2.7,-0.3,3.1,1.0,0.0,1.0,0.0,2.0,3.0,9.0,0,WannDa0
791,2002,50,MIA,NFL,16,9,7,0,0.563,6.1,1.7,4.4,0.0,0.0,0.0,0.0,3.0,3.0,7.0,0,WannDa0
792,2003,51,MIA,NFL,16,10,6,0,0.625,3.4,-0.7,4.1,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0,WannDa0
793,2004,52,MIA,NFL,9,1,8,0,0.111,-2.2,-2.7,0.5,0.0,0.0,0.0,0.0,4.0,2.0,9.0,Fired after week 9,WannDa0
794,2012,60,Indianapolis Colts,NFL,12,9,3,0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"As interim coach, league awarded all W-L to Chuck Pagano and record is not reflected in career totals",AriaBr0
795,2013,61,ARI,NFL,16,10,6,0,0.625,6.4,2.7,3.7,0.0,0.0,0.0,0.0,3.0,4.0,6.0,0,AriaBr0
796,2014,62,ARI,NFL,16,11,5,0,0.688,2.0,-2.4,4.4,1.0,0.0,1.0,0.0,2.0,4.0,7.0,0,AriaBr0
797,2015,63,ARI,NFL,16,13,3,0,0.813,12.3,9.0,3.4,2.0,1.0,1.0,0.5,1.0,4.0,11.0,0,AriaBr0
798,2016,64,ARI,NFL,16,7,8,1,0.469,1.6,2.4,-0.8,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0,AriaBr0
799,2017,65,ARI,NFL,16,8,8,0,0.5,-3.7,-4.0,0.2,0.0,0.0,0.0,0.0,3.0,4.0,6.0,0,AriaBr0
800,2019,67,TAM,NFL,16,7,9,0,0.438,0.4,4.9,-4.5,0.0,0.0,0.0,0.0,3.0,7.0,13.0,0,AriaBr0
801,2020,68,TAM,NFL,16,11,5,0,0.688,9.4,6.5,2.8,4.0,4.0,0.0,1.0,2.0,4.0,8.0,Super Bowl Champions,AriaBr0
802,2021,69,TAM,NFL,17,13,4,0,0.765,8.6,7.3,1.3,2.0,1.0,1.0,0.5,1.0,1.0,3.0,0,AriaBr0
803,1999,45,BAL,NFL,16,8,8,0,0.5,0.9,-1.6,2.5,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0,BillBr0
804,2000,46,BAL,NFL,16,12,4,0,0.75,8.0,0.0,8.0,4.0,4.0,0.0,1.0,2.0,3.0,5.0,Super Bowl Champions,BillBr0
805,2001,47,BAL,NFL,16,10,6,0,0.625,3.2,-0.8,4.0,2.0,1.0,1.0,0.5,2.0,3.0,6.0,0,BillBr0
806,2002,48,BAL,NFL,16,7,9,0,0.438,-2.1,-1.5,-0.6,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0,BillBr0
807,2003,49,BAL,NFL,16,10,6,0,0.625,6.3,3.3,3.0,1.0,0.0,1.0,0.0,1.0,1.0,8.0,0,BillBr0
808,2004,50,BAL,NFL,16,9,7,0,0.563,6.1,-0.6,6.8,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0,BillBr0
809,2005,51,BAL,NFL,16,6,10,0,0.375,-1.8,-3.5,1.7,0.0,0.0,0.0,0.0,3.0,3.0,8.0,0,BillBr0
810,2006,52,BAL,NFL,16,13,3,0,0.813,9.3,1.5,7.8,1.0,0.0,1.0,0.0,1.0,1.0,6.0,0,BillBr0
811,2007,53,BAL,NFL,16,5,11,0,0.313,-6.7,-5.0,-1.8,0.0,0.0,0.0,0.0,4.0,2.0,10.0,0,BillBr0
812,1989,46,DAL,NFL,16,1,15,0,0.063,-10.4,-7.6,-2.8,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,JohnJi0
813,1990,47,DAL,NFL,16,7,9,0,0.438,-3.7,-4.8,1.1,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,JohnJi0
814,1991,48,DAL,NFL,16,11,5,0,0.688,4.4,3.7,0.8,2.0,1.0,1.0,0.5,2.0,0.0,0.0,0,JohnJi0
815,1992,49,DAL,NFL,16,13,3,0,0.813,10.0,6.4,3.6,3.0,3.0,0.0,1.0,1.0,0.0,0.0,Super Bowl Champions,JohnJi0
816,1993,50,DAL,NFL,16,12,4,0,0.75,9.6,4.9,4.7,3.0,3.0,0.0,1.0,1.0,0.0,0.0,Super Bowl Champions,JohnJi0
817,1996,53,MIA,NFL,16,8,8,0,0.5,0.3,0.6,-0.4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,JohnJi0
818,1997,54,MIA,NFL,16,9,7,0,0.563,1.3,1.0,0.3,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0,JohnJi0
819,1998,55,MIA,NFL,16,10,6,0,0.625,5.9,-0.7,6.5,2.0,1.0,1.0,0.5,2.0,0.0,0.0,0,JohnJi0
820,1999,56,MIA,NFL,16,9,7,0,0.563,1.9,1.2,0.7,2.0,1.0,1.0,0.5,3.0,2.0,7.0,0,JohnJi0
821,2017,31,LAR,NFL,16,11,5,0,0.688,9.2,8.2,1.0,1.0,0.0,1.0,0.0,1.0,3.0,6.0,0,McVaSe0
822,2018,32,LAR,NFL,16,13,3,0,0.813,8.5,9.5,-1.1,3.0,2.0,1.0,0.667,1.0,3.0,8.0,NFC Champions,McVaSe0
823,2019,33,LAR,NFL,16,9,7,0,0.563,3.9,2.2,1.7,0.0,0.0,0.0,0.0,3.0,1.0,5.0,0,McVaSe0
824,2020,34,LAR,NFL,16,10,6,0,0.625,5.4,-0.8,6.2,2.0,1.0,1.0,0.5,2.0,2.0,6.0,0,McVaSe0
825,2021,35,LAR,NFL,17,12,5,0,0.706,5.3,4.2,1.1,4.0,4.0,0.0,1.0,1.0,3.0,5.0,Super Bowl Champions,McVaSe0
826,2022,36,LAR,NFL,17,5,12,0,0.294,-4.0,-4.1,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0,McVaSe0
827,2023,37,LAR,NFL,17,10,7,0,0.588,3.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,4.0,0,McVaSe0
828,2024,38,LAR,NFL,17,10,7,0,0.588,-0.1,-0.6,0.6,2.0,1.0,1.0,0.5,1.0,2.0,3.0,0,McVaSe0
829,1970,64,CLE,NFL,14,7,7,0,0.5,0.6,0.5,0.1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,CollBl0
830,1975,42,CLE,NFL,14,3,11,0,0.214,-6.8,-2.6,-4.2,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,GregFo0
831,1976,43,CLE,NFL,14,9,5,0,0.643,-1.7,0.7,-2.4,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,GregFo0
832,1977,44,CLE,NFL,13,6,7,0,0.462,2.5,2.4,0.1,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,GregFo0
833,1980,47,CIN,NFL,16,6,10,0,0.375,-3.7,-4.5,0.8,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,GregFo0
834,1981,48,CIN,NFL,16,12,4,0,0.75,5.5,4.5,1.0,3.0,2.0,1.0,0.667,1.0,0.0,0.0,AFC Champions,GregFo0
835,1982,49,CIN,NFL,9,7,2,0,0.778,3.6,3.5,0.2,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,GregFo0
836,1983,50,CIN,NFL,16,7,9,0,0.438,0.5,-1.2,1.7,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,GregFo0
837,1984,51,GNB,NFL,16,8,8,0,0.5,5.0,2.9,2.1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,GregFo0
838,1985,52,GNB,NFL,16,8,8,0,0.5,0.1,0.1,0.1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,GregFo0
839,1986,53,GNB,NFL,16,4,12,0,0.25,-9.6,-4.0,-5.6,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,GregFo0
840,1987,54,GNB,NFL,15,5,9,1,0.367,-3.4,-5.3,1.9,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,GregFo0
841,1983,48,RAM,NFL,16,9,7,0,0.563,2.9,2.0,0.9,2.0,1.0,1.0,0.5,2.0,0.0,0.0,0.0,RobiJo0
842,1984,49,RAM,NFL,16,10,6,0,0.625,2.3,1.0,1.3,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,RobiJo0
843,1985,50,RAM,NFL,16,11,5,0,0.688,2.6,-1.0,3.6,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,RobiJo0
844,1986,51,RAM,NFL,16,10,6,0,0.625,1.9,-1.1,2.9,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,RobiJo0
845,1987,52,RAM,NFL,15,6,9,0,0.4,-1.8,-0.6,-1.2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,RobiJo0
846,1988,53,RAM,NFL,16,10,6,0,0.625,6.5,5.6,0.9,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,RobiJo0
847,1989,54,RAM,NFL,16,11,5,0,0.688,4.6,5.7,-1.1,3.0,2.0,1.0,0.667,2.0,0.0,0.0,0.0,RobiJo0
848,1990,55,RAM,NFL,16,5,11,0,0.313,-4.2,2.3,-6.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,RobiJo0
849,1991,56,RAM,NFL,16,3,13,0,0.188,-6.0,-2.6,-3.4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,RobiJo0
850,1992,57,SDG,NFL,16,11,5,0,0.688,3.1,1.9,1.3,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,RossBo0
851,1993,58,SDG,NFL,16,8,8,0,0.5,2.3,1.1,1.1,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,RossBo0
852,1994,59,SDG,NFL,16,11,5,0,0.688,3.6,2.9,0.7,3.0,2.0,1.0,0.667,1.0,0.0,0.0,AFC Champions,RossBo0
853,1995,60,SDG,NFL,16,9,7,0,0.563,1.5,-0.6,2.1,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0,RossBo0
854,1996,61,SDG,NFL,16,8,8,0,0.5,-1.8,0.4,-2.1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,RossBo0
855,1997,62,DET,NFL,16,9,7,0,0.563,4.0,3.0,0.9,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0,RossBo0
856,1998,63,DET,NFL,16,5,11,0,0.313,-3.4,-1.9,-1.5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,RossBo0
857,1999,64,DET,NFL,16,8,8,0,0.5,1.9,0.1,1.8,1.0,0.0,1.0,0.0,3.0,1.0,3.0,0,RossBo0
858,2000,65,DET,NFL,9,5,4,0,0.556,1.4,-0.1,1.5,0.0,0.0,0.0,0.0,4.0,2.0,3.0,Resigned after week 10,RossBo0
859,1997,42,SFO,NFL,16,13,3,0,0.813,5.1,2.4,2.7,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0,MariSt0
860,1998,43,SFO,NFL,16,12,4,0,0.75,10.6,8.8,1.8,2.0,1.0,1.0,0.5,2.0,0.0,0.0,0,MariSt0
861,1999,44,SFO,NFL,16,4,12,0,0.25,-11.3,-4.5,-6.8,0.0,0.0,0.0,0.0,4.0,2.0,3.0,0,MariSt0
862,2000,45,SFO,NFL,16,6,10,0,0.375,-3.8,1.7,-5.5,0.0,0.0,0.0,0.0,4.0,1.0,6.0,0,MariSt0
863,2001,46,SFO,NFL,16,12,4,0,0.75,6.8,4.2,2.7,1.0,0.0,1.0,0.0,2.0,2.0,4.0,0,MariSt0
864,2002,47,SFO,NFL,16,10,6,0,0.625,0.6,0.7,-0.1,2.0,1.0,1.0,0.5,1.0,7.0,10.0,0,MariSt0
865,2003,48,DET,NFL,16,5,11,0,0.313,-5.8,-4.3,-1.6,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0,MariSt0
866,2004,49,DET,NFL,16,6,10,0,0.375,-5.2,-3.8,-1.4,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0,MariSt0
867,2005,50,DET,NFL,11,4,7,0,0.364,-6.7,-4.3,-2.4,0.0,0.0,0.0,0.0,3.0,1.0,4.0,Fired after week 12,MariSt0
868,2014,58,MIN,NFL,16,7,9,0,0.438,-1.7,-2.8,1.1,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,ZimmMi0
869,2015,59,MIN,NFL,16,11,5,0,0.688,5.8,1.1,4.7,1.0,0.0,1.0,0.0,1.0,2.0,7.0,0.0,ZimmMi0
870,2016,60,MIN,NFL,16,8,8,0,0.5,0.9,-2.6,3.6,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,ZimmMi0
871,2017,61,MIN,NFL,16,13,3,0,0.813,9.1,2.3,6.8,2.0,1.0,1.0,0.5,1.0,5.0,7.0,0.0,ZimmMi0
872,2018,62,MIN,NFL,16,8,7,1,0.531,0.6,-1.2,1.8,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,ZimmMi0
873,2019,63,MIN,NFL,16,10,6,0,0.625,5.4,2.5,2.9,2.0,1.0,1.0,0.5,2.0,7.0,10.0,0.0,ZimmMi0
874,2020,64,MIN,NFL,16,7,9,0,0.438,-2.4,1.3,-3.8,0.0,0.0,0.0,0.0,3.0,5.0,8.0,0.0,ZimmMi0
875,2021,65,MIN,NFL,17,8,9,0,0.471,0.3,1.9,-1.6,0.0,0.0,0.0,0.0,2.0,4.0,7.0,0.0,ZimmMi0
876,2017,38,SFO,NFL,16,6,10,0,0.375,-2.9,-0.8,-2.1,0.0,0.0,0.0,0.0,4.0,5.0,6.0,0,ShanKy0
877,2018,39,SFO,NFL,16,4,12,0,0.25,-5.5,-2.5,-3.1,0.0,0.0,0.0,0.0,3.0,2.0,6.0,0,ShanKy0
878,2019,40,SFO,NFL,16,13,3,0,0.813,11.0,6.7,4.3,3.0,2.0,1.0,0.667,1.0,4.0,7.0,NFC Champions,ShanKy0
879,2020,41,SFO,NFL,16,6,10,0,0.375,0.8,0.2,0.7,0.0,0.0,0.0,0.0,4.0,3.0,6.0,0,ShanKy0
880,2021,42,SFO,NFL,17,10,7,0,0.588,3.8,1.8,1.9,3.0,2.0,1.0,0.667,3.0,2.0,3.0,0,ShanKy0
881,2022,43,SFO,NFL,17,13,4,0,0.765,7.9,3.3,4.6,3.0,2.0,1.0,0.667,1.0,4.0,6.0,0,ShanKy0
882,2023,44,SFO,NFL,17,12,5,0,0.706,11.8,7.1,4.7,3.0,2.0,1.0,0.667,1.0,1.0,3.0,NFC Champions,ShanKy0
